accepted_name,family,broader,establishment_means,park_list,voucher_exists,iNat_RG_record_exists
Hypoxis hygrometrica,Hypoxidaceae,5.monocot-showy,native,1,,
Aristea ecklonii,Iridaceae,5.monocot-showy,introduced,,1,
Dietes grandiflora,Iridaceae,5.monocot-showy,introduced,,1,
Freesia alba × leichtlinii,Iridaceae,5.monocot-showy,native,,,
Gladiolus × hortulanus,Iridaceae,5.monocot-showy,introduced,,1,
Gladiolus undulatus,Iridaceae,5.monocot-showy,introduced,1,1,1
Herbertia lahue,Iridaceae,5.monocot-showy,introduced,,1,
Libertia paniculata,Iridaceae,5.monocot-showy,native,1,1,1
Patersonia fragilis,Iridaceae,5.monocot-showy,native,1,,1
Patersonia glabrata,Iridaceae,5.monocot-showy,native,1,1,1
Patersonia sericea,Iridaceae,5.monocot-showy,native,1,1,1
Romulea rosea,Iridaceae,5.monocot-showy,introduced,,1,
Sisyrinchium micranthum,Iridaceae,5.monocot-showy,introduced,1,1,1
Watsonia meriana,Iridaceae,5.monocot-showy,introduced,,1,
Lilium formosanum,Liliaceae,5.monocot-showy,introduced,1,1,1
Acianthus caudatus,Orchidaceae,5.monocot-showy,native,1,1,1
Acianthus exsertus,Orchidaceae,5.monocot-showy,native,1,,1
Acianthus fornicatus,Orchidaceae,5.monocot-showy,native,1,1,1
Acianthus pusillus,Orchidaceae,5.monocot-showy,native,,1,
Adenochilus nortonii,Orchidaceae,5.monocot-showy,native,,,
Bulbophyllum exiguum,Orchidaceae,5.monocot-showy,native,1,1,1
Bulbophyllum shepherdii,Orchidaceae,5.monocot-showy,native,1,1,1
Burnettia cuneata,Orchidaceae,5.monocot-showy,native,1,,1
Caladenia alata,Orchidaceae,5.monocot-showy,native,,1,
Caladenia carnea,Orchidaceae,5.monocot-showy,native,1,1,1
Caladenia catenata,Orchidaceae,5.monocot-showy,native,1,1,1
Caladenia curtisepala,Orchidaceae,5.monocot-showy,native,,,
Caladenia fuscata,Orchidaceae,5.monocot-showy,native,1,1,1
Caladenia picta,Orchidaceae,5.monocot-showy,native,1,1,
Caladenia tessellata,Orchidaceae,5.monocot-showy,native,1,,1
Caladenia testacea,Orchidaceae,5.monocot-showy,native,,,
Caladenia transitoria,Orchidaceae,5.monocot-showy,native,,1,
Caleana major,Orchidaceae,5.monocot-showy,native,1,1,1
Caleana minor,Orchidaceae,5.monocot-showy,native,1,,1
Calochilus campestris,Orchidaceae,5.monocot-showy,native,1,1,1
Calochilus gracillimus,Orchidaceae,5.monocot-showy,native,,1,
Calochilus paludosus,Orchidaceae,5.monocot-showy,native,1,1,1
Calochilus robertsonii,Orchidaceae,5.monocot-showy,native,1,1,1
Chiloglottis diphylla,Orchidaceae,5.monocot-showy,native,1,1,
Chiloglottis formicifera,Orchidaceae,5.monocot-showy,native,1,1,1
Chiloglottis reflexa,Orchidaceae,5.monocot-showy,native,1,,1
Chiloglottis seminuda,Orchidaceae,5.monocot-showy,native,1,1,1
Chiloglottis trapeziformis,Orchidaceae,5.monocot-showy,native,,1,
Corybas aconitiflorus,Orchidaceae,5.monocot-showy,native,1,1,1
Corybas barbarae,Orchidaceae,5.monocot-showy,native,1,1,1
Corybas fimbriatus,Orchidaceae,5.monocot-showy,native,1,1,1
Corybas hispidus,Orchidaceae,5.monocot-showy,native,1,,1
Corybas pruinosus,Orchidaceae,5.monocot-showy,native,1,1,1
Corybas undulatus,Orchidaceae,5.monocot-showy,native,1,1,1
Corybas unguiculatus,Orchidaceae,5.monocot-showy,native,1,1,1
Cryptostylis erecta,Orchidaceae,5.monocot-showy,native,,1,
Cryptostylis hunteriana,Orchidaceae,5.monocot-showy,native,,1,
Cryptostylis leptochila,Orchidaceae,5.monocot-showy,native,,1,
Cryptostylis subulata,Orchidaceae,5.monocot-showy,native,,1,
Cyanicula caerulea,Orchidaceae,5.monocot-showy,native,,,
Cymbidium suave,Orchidaceae,5.monocot-showy,native,1,1,1
Cyrtostylis reniformis,Orchidaceae,5.monocot-showy,native,1,,1
Dendrobium aemulum,Orchidaceae,5.monocot-showy,native,,,
Dendrobium linguiforme,Orchidaceae,5.monocot-showy,native,1,1,1
Dendrobium pugioniforme,Orchidaceae,5.monocot-showy,native,,,
Dendrobium speciosum,Orchidaceae,5.monocot-showy,native,,1,
Dendrobium striolatum,Orchidaceae,5.monocot-showy,native,1,1,1
Dendrobium teretifolium,Orchidaceae,5.monocot-showy,native,1,1,1
Dendrobium tetragonum,Orchidaceae,5.monocot-showy,native,1,1,1
Dipodium punctatum,Orchidaceae,5.monocot-showy,native,1,1,1
Dipodium roseum,Orchidaceae,5.monocot-showy,native,,1,
Dipodium variegatum,Orchidaceae,5.monocot-showy,native,,1,
Diuris aurea,Orchidaceae,5.monocot-showy,native,1,1,1
Diuris maculata,Orchidaceae,5.monocot-showy,native,1,1,1
Diuris sulphurea,Orchidaceae,5.monocot-showy,native,,,
Eriochilus cucullatus,Orchidaceae,5.monocot-showy,native,,1,
Eriochilus petricola,Orchidaceae,5.monocot-showy,native,,1,
Erythrorchis cassythoides,Orchidaceae,5.monocot-showy,native,1,1,1
Gastrodia sesamoides,Orchidaceae,5.monocot-showy,native,1,1,1
Genoplesium baueri,Orchidaceae,5.monocot-showy,native,1,1,1
Genoplesium densum,Orchidaceae,5.monocot-showy,native,1,1,1
Genoplesium despectans,Orchidaceae,5.monocot-showy,native,,1,
Genoplesium filiforme,Orchidaceae,5.monocot-showy,native,1,1,1
Genoplesium fimbriatum,Orchidaceae,5.monocot-showy,native,1,1,1
Genoplesium nudiscapum,Orchidaceae,5.monocot-showy,native,1,,1
Genoplesium pumilum,Orchidaceae,5.monocot-showy,native,1,1,1
Genoplesium rufum,Orchidaceae,5.monocot-showy,native,,,
Genoplesium woollsii,Orchidaceae,5.monocot-showy,native,1,,1
Glossodia major,Orchidaceae,5.monocot-showy,native,1,1,1
Glossodia minor,Orchidaceae,5.monocot-showy,native,1,1,1
Liparis reflexa,Orchidaceae,5.monocot-showy,native,1,1,1
Lyperanthus suaveolens,Orchidaceae,5.monocot-showy,native,1,1,1
Microtis parviflora,Orchidaceae,5.monocot-showy,native,1,1,1
Microtis rara,Orchidaceae,5.monocot-showy,native,1,,1
Microtis unifolia,Orchidaceae,5.monocot-showy,native,1,,1
Orthoceras strictum,Orchidaceae,5.monocot-showy,native,1,1,1
Plectorrhiza beckleri,Orchidaceae,5.monocot-showy,native,1,1,1
Plectorrhiza tridentata,Orchidaceae,5.monocot-showy,native,1,1,1
Prasophyllum australe,Orchidaceae,5.monocot-showy,native,,,
Prasophyllum brevilabre,Orchidaceae,5.monocot-showy,native,1,,1
Prasophyllum elatum,Orchidaceae,5.monocot-showy,native,1,1,1
Prasophyllum flavum,Orchidaceae,5.monocot-showy,native,1,1,1
Prasophyllum patens,Orchidaceae,5.monocot-showy,native,1,,1
Prasophyllum striatum,Orchidaceae,5.monocot-showy,native,1,,1
Pterostylis acuminata,Orchidaceae,5.monocot-showy,native,1,1,1
Pterostylis alveata,Orchidaceae,5.monocot-showy,native,1,,1
Pterostylis baptistii,Orchidaceae,5.monocot-showy,native,,,
Pterostylis concinna,Orchidaceae,5.monocot-showy,native,1,1,1
Pterostylis curta,Orchidaceae,5.monocot-showy,native,1,1,1
Pterostylis daintreana,Orchidaceae,5.monocot-showy,native,1,1,1
Pterostylis erecta,Orchidaceae,5.monocot-showy,native,1,1,1
Pterostylis furva,Orchidaceae,5.monocot-showy,native,1,1,
Pterostylis grandiflora,Orchidaceae,5.monocot-showy,native,1,1,1
Pterostylis hispidula,Orchidaceae,5.monocot-showy,native,,1,
Pterostylis longifolia,Orchidaceae,5.monocot-showy,native,1,1,1
Pterostylis mutica,Orchidaceae,5.monocot-showy,native,,,
Pterostylis nutans,Orchidaceae,5.monocot-showy,native,1,1,1
Pterostylis oblonga,Orchidaceae,5.monocot-showy,native,1,1,1
Pterostylis obtusa,Orchidaceae,5.monocot-showy,native,1,,1
Pterostylis parviflora,Orchidaceae,5.monocot-showy,native,1,1,1
Pterostylis pedoglossa,Orchidaceae,5.monocot-showy,native,1,1,1
Pterostylis pedunculata,Orchidaceae,5.monocot-showy,native,1,1,1
Pterostylis reflexa,Orchidaceae,5.monocot-showy,native,,,
Pterostylis uliginosa,Orchidaceae,5.monocot-showy,native,1,1,
Pyrorchis nigricans,Orchidaceae,5.monocot-showy,native,,1,
Rimacola elliptica,Orchidaceae,5.monocot-showy,native,,,
Sarcochilus hillii,Orchidaceae,5.monocot-showy,native,1,,1
Sarcochilus parviflorus,Orchidaceae,5.monocot-showy,native,1,1,1
Spiranthes australis,Orchidaceae,5.monocot-showy,native,1,1,1
Thelymitra atronitida,Orchidaceae,5.monocot-showy,native,,1,
Thelymitra carnea,Orchidaceae,5.monocot-showy,native,1,1,1
Thelymitra fragrans,Orchidaceae,5.monocot-showy,native,1,,
Thelymitra improcera,Orchidaceae,5.monocot-showy,native,,1,
Thelymitra ixioides,Orchidaceae,5.monocot-showy,native,1,1,1
Thelymitra malvina,Orchidaceae,5.monocot-showy,native,,,
Thelymitra media ,Orchidaceae,5.monocot-showy,native,,,
Thelymitra pauciflora,Orchidaceae,5.monocot-showy,native,,,
Thelymitra peniculata,Orchidaceae,5.monocot-showy,native,1,1,1
Thelymitra venosa,Orchidaceae,5.monocot-showy,native,1,,1
Philydrum lanuginosum,Philydraceae,5.monocot-showy,native,,1,
Ripogonum album,Ripogonaceae,5.monocot-showy,native,1,,1
Smilax australis,Smilacaceae,5.monocot-showy,native,1,1,1
Smilax glyciphylla,Smilacaceae,5.monocot-showy,native,1,1,1
Xyris bracteata,Xyridaceae,5.monocot-showy,native,1,,1
Xyris complanata,Xyridaceae,5.monocot-showy,native,,1,
Xyris gracilis,Xyridaceae,5.monocot-showy,native,1,1,1
Xyris juncea,Xyridaceae,5.monocot-showy,native,1,,1
Xyris operculata,Xyridaceae,5.monocot-showy,native,1,,1
